ResponseId,variable,value,picture_order,side,action_nr,actor,actions,action_short,attention_response,attention_correct_x,attention_correct_y,IPAddress,BirthYear,Ethnicity,Gender,Age,Rating,Actor,Action,Binary
R_32PXFu5A2FDpZLY,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,nurse,Accept,0.0
R_32PXFu5A2FDpZLY,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,robot,Accept,0.0
R_32PXFu5A2FDpZLY,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,1,nurse,Notify Trusted,1.0
R_32PXFu5A2FDpZLY,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,0,robot,Notify Trusted,0.0
R_32PXFu5A2FDpZLY,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,1,nurse,Notify Doctor,1.0
R_32PXFu5A2FDpZLY,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,1,robot,Notify Doctor,1.0
R_32PXFu5A2FDpZLY,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,1,nurse,Repeat,1.0
R_32PXFu5A2FDpZLY,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,1,robot,Repeat,1.0
R_32PXFu5A2FDpZLY,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,nurse,Refuse Dinner,0.0
R_32PXFu5A2FDpZLY,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,robot,Refuse Dinner,0.0
R_32PXFu5A2FDpZLY,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,nurse,No TV,0.0
R_32PXFu5A2FDpZLY,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,0.8333333333333334,64.121.102.112,1991,White,Male,30.0,-1,robot,No TV,0.0
R_1LXXsSjRM4Ww7Pg,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,74.137.230.120,1999,White,Male,22.0,-1,nurse,Accept,0.0
R_1LXXsSjRM4Ww7Pg,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,74.137.230.120,1999,White,Male,22.0,-1,robot,Accept,0.0
R_1LXXsSjRM4Ww7Pg,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,nurse,Notify Trusted,1.0
R_1LXXsSjRM4Ww7Pg,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,robot,Notify Trusted,1.0
R_1LXXsSjRM4Ww7Pg,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,nurse,Notify Doctor,1.0
R_1LXXsSjRM4Ww7Pg,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,robot,Notify Doctor,1.0
R_1LXXsSjRM4Ww7Pg,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,nurse,Repeat,1.0
R_1LXXsSjRM4Ww7Pg,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,74.137.230.120,1999,White,Male,22.0,1,robot,Repeat,1.0
R_1LXXsSjRM4Ww7Pg,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,74.137.230.120,1999,White,Male,22.0,0,nurse,Refuse Dinner,0.0
R_1LXXsSjRM4Ww7Pg,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,74.137.230.120,1999,White,Male,22.0,0,robot,Refuse Dinner,0.0
R_1LXXsSjRM4Ww7Pg,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,74.137.230.120,1999,White,Male,22.0,1,nurse,No TV,1.0
R_1LXXsSjRM4Ww7Pg,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,74.137.230.120,1999,White,Male,22.0,1,robot,No TV,1.0
R_27kxiqIWbINdtGq,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,Accept,1.0
R_27kxiqIWbINdtGq,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,0,robot,Accept,0.0
R_27kxiqIWbINdtGq,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,Notify Trusted,1.0
R_27kxiqIWbINdtGq,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,robot,Notify Trusted,1.0
R_27kxiqIWbINdtGq,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,Notify Doctor,1.0
R_27kxiqIWbINdtGq,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,0,robot,Notify Doctor,0.0
R_27kxiqIWbINdtGq,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,Repeat,1.0
R_27kxiqIWbINdtGq,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,robot,Repeat,1.0
R_27kxiqIWbINdtGq,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,Refuse Dinner,1.0
R_27kxiqIWbINdtGq,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,-1,robot,Refuse Dinner,0.0
R_27kxiqIWbINdtGq,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,1,nurse,No TV,1.0
R_27kxiqIWbINdtGq,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Not Permissible,True,0.8333333333333334,84.123.67.205,1997,White,Male,24.0,-1,robot,No TV,0.0
R_2wRFGlu5HeDZsbd,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,Accept,1.0
R_2wRFGlu5HeDZsbd,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Accept,0.0
R_2wRFGlu5HeDZsbd,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,Notify Trusted,1.0
R_2wRFGlu5HeDZsbd,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Unsure,True,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Notify Trusted,0.0
R_2wRFGlu5HeDZsbd,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,Notify Doctor,1.0
R_2wRFGlu5HeDZsbd,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Notify Doctor,0.0
R_2wRFGlu5HeDZsbd,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,Repeat,1.0
R_2wRFGlu5HeDZsbd,Q3_2_4,Unsure,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Repeat,0.0
R_2wRFGlu5HeDZsbd,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Permissible,True,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,Refuse Dinner,1.0
R_2wRFGlu5HeDZsbd,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Refuse Dinner,0.0
R_2wRFGlu5HeDZsbd,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,No TV,1.0
R_2wRFGlu5HeDZsbd,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,No TV,0.0
R_1rPJO1tNwDKjAQ6,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Accept,1.0
R_1rPJO1tNwDKjAQ6,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Accept,0.0
R_1rPJO1tNwDKjAQ6,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Notify Trusted,1.0
R_1rPJO1tNwDKjAQ6,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Unsure,True,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Notify Trusted,0.0
R_1rPJO1tNwDKjAQ6,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Notify Doctor,1.0
